Date (GMT),Job Link,19,Property name,Property address,Property details,Property description,Property amenities,Other instructions,Sleeping arrangements,Rate,Currency
2023-05-19 18:01:43,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/cc975075-1bfd-467a-97ad-61aa595e67ae,https://the-gem-house.bookeddirectly.com/g/kent/augustine%25E2%2580%2599s-spacious-5-bed-house-with-parking/243bf4?number_of_guests=1,Augustine’s Spacious 5 Bed House with Parking,"17 Longport, Kent","5 bedrooms
2 beds
10 guests
1.5 bathrooms",DISCOUNTED RATES AND SHORTER Dates WHEN BOOKING DIRECT WITH US. Looking for a nice 2 week stay in one of our cosy houses please get in touch. This property is located in the city centre of canterbury ideal for working stays. Forget your worries in this spacious and serene space.,"Oven
Microwave
Dishes & Utensils
Kitchen
Pantry Items
Refrigerator
Stove
Heating
Washing Machine
Linens Provided
Towels Provided
Iron & Board
Television
Hot Tub
Fire extinguisher
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£320

per night",£ GBP
2023-05-19 18:01:53,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/b93d1f2f-3992-425e-b979-db50f53f2218,https://the-gem-house.bookeddirectly.com/g/kent/executive-1-bed-maidstone-suite-apartment/18f97e?number_of_guests=1,Executive 1 Bed Maidstone Suite Apartment,"Brenchley House, Week Street, Kent","1 bedroom
2 beds
4 guests
1 bathroom","FOR DISCOUNTED RATES PLEASE SCAN THE QR CODE ON THE SECOND PICTURE Enjoy a stylish experience at this centrally-located place. located in the 4th floor with a easy to reach apartment with a lift, please enjoy this lovely relaxing modern apartment with all the amenities you need. Parking available but not included in price - parking cost approx £120 per month.","Dishes & Utensils
Kitchen
Pantry Items
Heating
Washing Machine
Linens Provided
Towels Provided
Paid parking on premises
Iron & Board
Television
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£100

per night",£ GBP
2023-05-19 18:02:00,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/946a75c2-e49a-40fc-a912-18b785cc8939,https://the-gem-house.bookeddirectly.com/g/kent/spacious-5-bed-city-centre-long-stay-apartment/b7a39e?number_of_guests=1,Spacious 5 Bed City Centre Long-stay Apartment,"15-16 Longport, Kent","5 bedrooms
5 beds
10 guests
1 bathroom","3 night minimum stay via airbnb! For 2 and 1 night stays, early check ins and check outs please reach out to us online, you can do this by scanning the QR code or our company name is “the gem house” to find us online. This stylish place to stay is perfect for group and family trips. Located right in the city centre this is the idea location for a getaway.","Oven
Microwave
Kitchen
Pantry Items
Refrigerator
Stove
Heating
Washing Machine
Linens Provided
Towels Provided
Free parking on premises
Iron & Board
Television
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£320

per night",£ GBP
2023-05-19 18:02:05,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/3fa4f14c-b41f-4928-aba2-d7e22c82921f,https://the-gem-house.bookeddirectly.com/g/kent/spacious-stylish-8-bed-house-canterbury/1f35e8?number_of_guests=1,Spacious Stylish 8 bed House Canterbury,"10 Frencham Close, Kent","8 bedrooms
10 beds
16 guests
2.5 bathrooms",Scan the QR code in the second picture for special discounted rates. *Please note this is two properties located 2 doors down from each other for close proximity.* 1 x 5 bed house and 1 x 3 bed house located very close proximity with parking for multiple cars. Ideal for large groups and contractor stays. Students also welcome for long stays. Please get in touch for more information.,"Kitchen
Washing Machine
Free parking on premises
Television
Hot Tub
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£550

per night",£ GBP
2023-05-19 18:02:10,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/5a284124-0a10-4f96-80ed-d77976a400a8,https://the-gem-house.bookeddirectly.com/g/kent/the-field-spacious-2-bed-house-%2526-hot-tub/12b778?number_of_guests=1,The Field Spacious 2 bed House & Hot Tub,"150 Field Avenue, Kent","2 bedrooms
3 beds
6 guests
1 bathroom","Kick back and relax in this calm, stylish space. A lovely peaceful house with touches of boho and jungle vibes. Also with a hot tub to relax in the garden. Perfect for a family or medium group wanting a getaway in Canterbury. Hot Tub available from February. 48 hours notice for hot tub to be set up.","Kitchen
Washing Machine
Free parking on premises
Television
Hot Tub
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 10am",,"£350

per night",£ GBP
2023-05-19 18:02:20,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/0c1bb93d-2e58-4922-a63c-77d7fbbf0551,https://the-gem-house.bookeddirectly.com/g/kent/spacious-penthouse-city-stay---gated-parking/e5a905?number_of_guests=1,Spacious Penthouse City Stay - Gated Parking,"84 Saint Peter's Grove, Kent",2 bedrooms 3 beds 5 guests 3 bathrooms,"Welcome to our luxurious river view penthouse located in the heart of Canterbury. The penthouse comes with a walk in/out lift entrance to the apartment.

Minutes away from some of Canterbury’s most famous landmarks, amazing restaurants and shops.
Ideal for corporate, contractor and leisure stays.

We are “The Gem House” reach out to us for special rates, later check in/outs and more information about the property.

The allocated gated parking is just outside of the building complex.

Greeted check in

2 large bedrooms

Bedroom 1 - large room with Kingbed and en-suite
Bedroom 2 - Large rooms with double bed and small room in room with single bed & en suite","Keyboard shortcuts
Map data ©2023
Terms of Use
Report a map error","Check-in: 3pm
Check-out: 10am",,"£250

per night",£ GBP
2023-05-19 18:02:55,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/badcdaee-7203-4fed-b228-28d3820c15a1,https://the-gem-house.bookeddirectly.com/g/kent/the-frencham-relaxing-canterbury-stay/c4b8ce?number_of_guests=1,The Frencham Relaxing Canterbury Stay,"10 Frencham Close, Kent",3 bedrooms 4 beds 6 guests 1 bathroom,"Kick back and relax in this calm, stylish space.

Designed for relaxation and tranquility, this 3 bed house give all
of that and more.

Suitable for 3 couple or 6 adults this is a perfect getaway for visiting or working in canterbury.","Kitchen
Washing Machine
Free parking on premises
Television
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£90

per night",£ GBP
2023-05-19 18:03:10,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/f52cc3e7-327a-45f8-a35d-dd2c81259e83,https://the-gem-house.bookeddirectly.com/g/kent/the-cave-house-canterbury/5ff728?number_of_guests=1,The Cave House Canterbury,"43 Cambridge Road, Kent",4 bedrooms 6 beds 10 guests 1.5 bathrooms,"FOR STAYS FOR 2-3 NIGHTS SCAN THE QR CODE ON THE SECOND PICTURE. We do 4 nights minimum via airbnb. Thank you

This unique place has a style all its own. We love more dark and moody themes as it makes it relaxing and comfortable for a stay. The living room is themed similar to a cinema styled room with small cave features. Located near canterbury city centre

Hot Tub available from february","Kitchen
Washing Machine
Free parking on premises
Television
Hot Tub
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£320

per night",£ GBP
2023-05-19 18:03:30,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/4bf5701e-2a03-4a19-a774-aecfb184204b,https://the-gem-house.bookeddirectly.com/g/willesborough/3-bed-ashford-detached-house-%257C-driveway-parking/6644b8?number_of_guests=1,3 Bed Ashford Detached House | Driveway Parking,"71 Bushy Royds, Willesborough",3 bedrooms 4 beds 9 guests 2.5 bathrooms,"Scan the QR code on the second picture for discounted king stay rates

This stylish place to stay is perfect for group trips.

3 bed detached house, furnished, property will be fully guest ready by 1st April 2023

All amenities included such as TV and wifi.

Ideal for group of contractors. Or large family.

Long stays only.

Lovely quiet neighbourhood

Property will be Guest ready by 1St April","Kitchen
Internet
Washing Machine
Free parking on premises
Television
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£87

per night",£ GBP
2023-05-19 18:03:45,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/cdc66bb0-08eb-4acb-b64c-fad8fc5f390d,https://the-gem-house.bookeddirectly.com/g/kent/the-gold-court-apartment/c40dd6?number_of_guests=1,The Gold Court Apartment,"123 Week Street, Kent",1 bedroom 2 beds 3 guests 1 bathroom,"**Special Discounts for 7 nights or more!**

How to inquire without without having to pay upfront
1. select listing your interested in
2. Scroll down to bottom of page and select contact host","Kitchen
Internet
Heating
Washing Machine
Clothes Dryer
Linens Provided
Towels Provided
Hair Dryer
Iron & Board
Television
Fire extinguisher
Carbon monoxide detector
Smoke detector","Check-in: 3pm
Check-out: 11am",,"£96

per night",£ GBP
2023-05-19 18:03:50,https://dashboard.browse.ai/teams/personal/robots/08b97ebd-3b8b-4af9-8d6e-af070d2ea256/history/f5827948-3044-4945-90fa-f9a301bc0868,https://luke-homes.bookeddirectly.com/g/newcastle-upon-tyne/luke-stays---heaton-road/2443e0?number_of_guests=1,Luke Stays - Heaton Road,"42 Heaton Road, Newcastle Upon Tyne","1 bedroom
1 bed
2 guests
1 bathroom","Luxury apartments just outside of Newcastle city centre. This apartment is a cosy space to enjoy a get away with a lovely big bed and shower room. The kitchen living area has a private court yard for your use. These apartments are in Heaton with great access to the city by public transport links or car. The apartment has one off road parking space. Elmire house is a popular location for many visiting our city weather this be for work or pleasure it has something to offer you. We look forward to welcoming you into this beautiful property and our city. As you know when you book with us Luke Stays are committed to our owners that their homes are protected during bookings. For this reason, we require all of our guests to pay a deposit or, to purchase an Accidental Damage Waiver for £200 which will cover you for any accidental damage during your stay. Please note we will not release your check in details until either of the below options has been chosen and processed.","Oven
Microwave
Dishes & Utensils
Dishwasher
Kitchen
Refrigerator
Heating
Washing Machine
Linens Provided
Towels Provided
Free parking on premises
Free street parking
Hair Dryer
Iron & Board
Television
Carbon monoxide detector
Smoke detector","Check-in: 4pm
Check-out: 10am",Double bed,"£69

per night",£ GBP
